Detected_Date,Municipality,Title,Page_URL,Has_Tourism_Keyword,Has_Inflation_Keyword,Excerpt_Summary
2026/08/21,奈良市,令和9年度予算編成方針,https://www.city.nara.lg.jp/site/zaisei/273160.html,TRUE,TRUE,【物価高騰】... 本市でも、市税収入は増加傾向にあるものの、社会保障関係経費や公共施設の維持更新経費の増大 に加え、物価高騰も相まって、財政負担の拡大が見込まれる。職員数も減少局面にあり、限られた財 源と人的資源を、いかに市... | 【物価高騰】... 本市でも、市税収入は増加傾向にあるものの、社会保障関係経費や公共施設の維持更新経費の増大 に加え、物価高騰も相まって、財政負担の拡大が見込まれる。職員数も減少局面にあり、限られた財 源と人的資源を、いかに市...
2026/01/21,奈良市,令和8年度予算編成方針,https://www.city.nara.lg.jp/site/zaisei/248280.html,TRUE,TRUE,【物価高騰】...８年度予算編成方針 令和 8 年度においては、エネルギーや資材の価格上昇、人件費の増加などを背景 に物価高騰が継続し、経常経費の増大により厳しい財政状況が見込まれる。地域経 済は回復傾向にあるものの、公共施設... | 【物価高騰】...８年度予算編成方針 令和 8 年度においては、エネルギーや資材の価格上昇、人件費の増加などを背景 に物価高騰が継続し、経常経費の増大により厳しい財政状況が見込まれる。地域経 済は回復傾向にあるものの、公共施設...
2026/01/21,奈良市,令和7年度予算編成方針,https://www.city.nara.lg.jp/site/zaisei/214693.html,TRUE,TRUE,【物価高騰】令和７年度予算編成方針 令和７年度編成においては、物価高騰の影響により、経常経費の増加が見込ま れ、厳しい財政状況になることが予測されるとともに、老朽化が進む... | 【物価高騰】令和７年度予算編成方針 令和７年度編成においては、物価高騰の影響により、経常経費の増加が見込ま れ、厳しい財政状況になることが予測されるとともに、老朽化が進む...
2026/02/28,奈良市,令和8年度当初予算案状況の公表,https://www.city.nara.lg.jp/site/zaisei/259234.html,TRUE,FALSE,"【地域活性化】...経費 2,926 斎苑管理課 防犯カメラ管理経費 657 防犯カメラを設置する経費（新斎苑整備に伴う地域活性化対策事業等） 斎苑管理課 西山山林整備事業 15,000 新斎苑の西山山林の今後の利活用に向け、基本..."
2026/01/21,奈良市,令和7年度当初予算案状況の公表,https://www.city.nara.lg.jp/site/zaisei/229372.html,TRUE,FALSE,"【地域活性化】...71 戸籍振り仮名対応に要する経費 400,000 集会所の建設に対し補助を行う。（新斎苑整備に伴う地域活性化対策事業） 400,000 6,441 寺山霊苑納骨堂再整備にあたり、必要な初度備品等に要する経費 ... | 【観光】...る経費 農畜産物処理加工施設 整備事業 12,135 農畜産物処理加工施設のトイレ改修に要する経費 観光施設整備事業 1,030 月ヶ瀬梅の資料館のインターロッキング改修に要する経費 都 スポーツ施設運営..."
2026/04/25,奈良市,令和8年度当初予算の概要,https://www.city.nara.lg.jp/site/zaisei/259233.html,TRUE,TRUE,【平日】...や里親等において養育・保護を行うも のとする。 ○トワイライト事業 保護者が、仕事その他の理由により平日の夜間又は休日に不在となり家庭にお いて児童を養育することが困難となった場合や保護者の育児不安や過干... | 【誘客】...いの創出により、奈良の魅力 奈良監獄ミュージアム及び宿泊施設のオープンを契機に、観 光客をきたまちへ誘客し、地域振興及びにぎわい創出を図る ため、観光案内看板を設置するとともに地域団体等と連携し を高めて... | 【物価高騰】...場改修に伴う焼却炉停止期間において、可燃ごみを区域外処理するための 経費が15億円増加するとともに、物価高騰に対応しながらも給食の質の向上を図るため、給食食材の調達 経費が増加することなどにより、前年度比、約...
2026/03/31,奈良市,令和7年度当初予算の概要,https://www.city.nara.lg.jp/site/zaisei/228872.html,TRUE,TRUE,【平日】...、乳児院又は里親宅等で預 かるものである。 ○トワイライトステイ事業 保護者が仕事その他の理由により平日の夜間又は休日に不在となり、家庭にお いて児童を養育することが困難となった場合、緊急一時的に親子を保... | 【プレミアム】...じめ食材価格が高騰していることから、給食食材について追加で公費対 応することといたしました。 次に、プレミアム付商品券の発行についてでございます。 この柱の説明の冒頭で述べたとおり、消費者物価指数が大幅に上昇し... | 【物価高騰】...は市税が合併以降、過去最大となる等の要 因により、予算規模自体は大きくなりましたが、緊急の課題である物価高騰への対策と、防災・減災対策 の強化を最優先に据えながらも、奈良市の成長ポテンシャルを引き上げるための...
2026/04/01,奈良市,令和8年度当初予算に関する市民アンケート結果について,https://www.city.nara.lg.jp/site/zaisei/258849.html,FALSE,FALSE,PDFなし
2026/01/21,奈良市,【終了しました】令和8年度奈良市当初予算の主な要求項目に関する市民意見募集を実施します。,https://www.city.nara.lg.jp/site/zaisei/251658.html,TRUE,TRUE,【滞在】...光産業においては、特定の季節や場所に集中する混雑（オーバーツーリズム）の緩和と、 災害時でも安心して滞在できる強靭な観光地づくりを進めます。また、地元企業の経営基盤強化 やスマート農業の推進により、若者が... | 【物価高騰】...----------- ８ Ⅰ．はじめに 現在、本市では令和 8 年度の当初予算編成を進めています。物価高騰の継続や公共施設の 老朽化、子育て・福祉ニーズの増加などにより、今後の財政運営は一段と厳しくなる見込... | 【閑散期】...テルなどの事業者には、環境や地域に配慮した国際認証の取 得を支援します。 修学旅行の誘致においては、閑散期の利用を促進する補助制度などを活用し、年間を通じて安 定した賑わいを創出します。 また、近年頻発する...
2026/08/28,奈良市,令和7年度決算の概要,https://www.city.nara.lg.jp/site/zaisei/273628.html,FALSE,FALSE,PDF 7件を含むページ
2026/03/13,京都府,令和8年度当初予算概要,https://www.pref.kyoto.jp/yosan/08tousho.html,TRUE,TRUE,【プレミアム】... ミアムブランド化や世界文化遺産登録に向けた取組を実施 農林水産部 京都フードテック推進事業費 京都プレミアム中食オープンイノベーションラボ（仮称）の整備工事に着手するなど、京都の 食産業の高付加価値化と競争力... | 【誘客】...催準備費 2027年5月に開催が迫るワールドマスターズゲームズ2027関西の府内開催競技への積極的な誘客 を行うとともに、円滑な運営に向けた準備等を実施 74 45 14 18 13 52 74 94 -... | 【物価高騰】...くり」を府民の皆様に実感いただけるよう全庁一丸となって取り組んで いるところである。 一方で、長引く物価高騰や深刻化する人手不足等が、府民生活や経済活動に様々な影響 を及ぼす中、こうした課題への的確な対応が求...
2026/07/11,京都府,令和8年度6月補正予算概要,https://www.pref.kyoto.jp/yosan/08_06_hoseiyosan.html,TRUE,FALSE,【誘客】...るっと・じっくり関西」プロジェクト事業費 285百万円 関西観光本部と連携し、府域を含め関西全域への誘客を促進 訪日外国人旅行者をターゲットに、 伝統産業や文化資源を活用した高付加価値観光や 食文化を活用... | 【プレミアム】...ンター（綾部市）の基本・実施設計に着手 〇食品加工の研究開発拠点となる 府市連携 304百万円 京都プレミアム中食オープンイノベーションラボ（仮称）の機器を整備 ⇒Ｒ９年中供用開始予定 （宇治市） 14 （１）... | 【地域活性化】...丹後地域の文化観光を推進 Ｒ９秋開館予定の「丹後天橋立ミュージアム」を核として 丹後地域の文化観光・地域活性化を図るため 体験プログラムの造成や周辺の基盤整備等を実施 主な取組：魅力発信イベントの開催、広報動画...
2026/01/21,京都府,令和7年度当初予算概要,https://www.pref.kyoto.jp/yosan/r07toshoyosan.html,TRUE,FALSE,【誘客】...際博覧会（大阪・関西万博）」に向けては、着実に準備を進め てきたところであるが、万博来場者の府域への誘客を図るため、オール京都で知恵を出し合っ たフラッグシップ・アクションをはじめ、府域の魅力を高める施策... | 【地域活性化】...Ｍｕｓｉｃ Ｆｕｓｉｏｎ iｎ Ｋｙｏ ｔｏ音楽祭事業費 誰もが親しみやすい文化である音楽を軸として地域活性化につなげるため、大阪・関西万博を 契機に府内一円を音楽で満たす音楽祭等を開催 文化生活部 農林水産部... | 【周遊】...知恵を出し合っ たフラッグシップ・アクションをはじめ、府域の魅力を高める施策に取り組むとともに、広域周遊 観光「まるっと京都」の推進など、「交流と連携による活力ある京都の実現」に取り組む。 （９）「基盤づ...
2026/01/21,京都府,令和7年度6月補正予算概要,https://www.pref.kyoto.jp/yosan/0706hosei.html,TRUE,TRUE,【周遊】...12号（大宮峰山インター線）[京丹後市] 山城総合運動公園城陽線（城陽橋）[城陽市] ほか ▶ 観光周遊・地域間交流の促進を図る道路ネットワークの整備 国道423号（法貴バイパス）[亀岡市] 国道429号... | 【観光】...事 項 説 明 資 料 商 工 労 働 観 光 部 主 要 事 項 説 明 資 料 目 次 商工労働観光部 頁 1 事 業 名 担 当 室・課 米国関税措置等緊急対策事業費 中小企業総合支援課 農産課 令... | 【給付金】... 分娩取扱施設・小児医療施設 〇分娩取扱件数や入院患者数が減少している 分娩取扱施設・小児医療施設に給付金を支給 訪問介護等事業所 〇訪問介護等事業所が行う人材確保や経営改善の取組を支援 （登録ヘルパー等の...
2026/01/21,京都府,令和7年度9月補正予算概要,https://www.pref.kyoto.jp/yosan/0709hosei.html,TRUE,TRUE,"【観光】...事 項 説 明 資 料 商 工 労 働 観 光 部 主 要 事 項 説 明 資 料 目 次 商工労働観光部 頁 1 事 業 名 担 当 室・課 経営基盤強化推進事業費 労働政策室 令和７年度 ９月補正予算... | 【物価高騰】...げ額以上の事業場内最低賃金の引き上げを行うこと 拡 新 建設業人材確保対策支援事業費 120百万円 物価高騰や人手不足の影響を受ける建設業者等への支援を強化 ポイント 建設業者や測量業者が行う 生産性向上や労... | 【給付金】...新 高校生等修学支援事業費 2,183百万円 国制度の決定に伴い高校生等の就学支援金及び奨学のための給付金を拡充 ポイント 高校生等臨時支援金 現 状 ： 年収910万円未満世帯の高校生等を対象に、上限11..."
2026/01/21,京都府,令和7年度12月補正予算概要,https://www.pref.kyoto.jp/yosan/0712hosei.html,FALSE,FALSE,PDF 46件を含むページ
2026/01/21,京都府,令和7年度12月補正予算（高病原性鳥インフルエンザに係る専決処分）概要,https://www.pref.kyoto.jp/yosan/0712senketsu.html,FALSE,FALSE,PDF 1件を含むページ
2026/03/13,京都府,令和7年度2月補正予算概要,https://www.pref.kyoto.jp/yosan/0702hosei.html,TRUE,TRUE,"【重点支援】...84,000 8節説明(千円) 区 分金額(千円)655,0001総務管理費国庫補助金106,000重点支援地方創生臨時推進事業費国庫補助金2企画費国庫補助金1,147,000 1重点支援地方創生臨時推進事業... | 【観光】...水産振興費国庫補助金1商工業費国庫補助金2,073,000重点支援地方創生臨時推進事業費国庫補助金2観光費国庫補助金11,000重点支援地方創生臨時推進事業費国庫補助金9 項 目補正前の額(千円) 補正額... | 【物価高騰】...報セキュリティクラウド構築事業費 文化芸術施設整備費 京都式自治体業務次世代モデル創発事業費 大学生物価高騰対策緊急生活支援事業費 地域公共交通再構築事業費 鉄道軌道安全輸送設備等整備事業費 暮らしを支える交..."
2026/06/02,兵庫県,令和8年度予算の概要,https://web.pref.hyogo.lg.jp/kk20/r8yosan.html,TRUE,TRUE,【平日】...経費等を支援 ・部活動の地域展開・地域クラブ活動の推進（休日の地域クラブ活動の活動費等を支援等） ・平日も含めた地域展開等の加速化のための重点課題への対応（公認指導者の養成等） ・中学校における部活動指導... | 【誘客】...・人権尊重の推進 ○ 新観光戦略の推進 ・障害者の就労支援 ○ スポーツ・芸術文化の振興 ・戦略的な誘客プロモーションの展開 ○ 産業の振興 ○ 地域の賑わいづくり ・万博レガシーの展開 ・空き家・古民家... | 【物価高騰】...る 県政基盤を強化する １.「学びやすい兵庫」の実現 ◼高校教育環境の充実 ➢ 少子化の進行や長引く物価高騰、高校教育の無償化の影響など、県立・私立高校を取り巻く様々な課題に 対応するため、各種支援策を実施 ...
2026/02/20,兵庫県,令和7年度予算の概要,https://web.pref.hyogo.lg.jp/kk20/r7yosan.html,TRUE,TRUE,"【平日】...日等)×1年] 1年（週2(⼟⽇等)） ※オンライン講座含む ※オンライン講座含む 260日[週5(平日)×1年] 1年（週5(平⽇)） 受講料 40,000円/期（半年） 10万円/年 18万円/年 担... | 【プレミアム】...さまよえるオランダ⼈｣ ・阪神・淡路⼤震災30年によせ祈りを込めた「千⼈の交響曲」 など ○ひょうごプレミアム芸術デー（無料開放･無料イベント等）の実施 [959万円] ・県内の美術館・博物館等の無料開放や無料... | 【誘客】...を兵庫に取り込むため、各種事業をオール兵庫で推進 ひょうごフィールドパビリオンの展開 ・万博期間中の誘客に向けた戦略的プロモーション [7,636万円] ・万博後の継続も⾒据えた磨き上げ（ﾈｯﾄﾜｰｸ強化..."
2026/08/07,南あわじ市,令和８年度予算,https://www.city.minamiawaji.hyogo.jp/site/sub-site-zaimu/r8yosan.html,TRUE,TRUE,"【誘客】...当該エリアならではの食のブランド価値向上や旅行者の受入基盤整備、飲食人材育成等により国内外からの観光誘客の促進を図ります。主な経費世界に誇る食のエリア形成推進事業負担金1,000万円財源内訳国庫支出金50... | 【物価高騰】...～Ｐ．49 第５章 「対話と行動の行政」の実現によるまちづくり ６事業 Ｐ．51～Ｐ．53 【参考】物価高騰対策事業 Ｐ．55～Ｐ．58 ※本説明書に記載されている担当課及び電話番号は令和７年度のものです。 ... | 【商品券】...170万円6億4,200万円令和７年度12月補正予算令和７年度１月補正予算生活応援給付、プレミアム付商品券事業、エネルギー価格高騰対策事業など物価高対応子育て応援手当（児童手当20,000円上乗せ給付）令和..."
2026/03/26,南あわじ市,令和７年度予算,https://www.city.minamiawaji.hyogo.jp/site/sub-site-zaimu/r7yosan.html,TRUE,TRUE,【平日】...業出産祝金の支給 事業費：（掲載Ｐ．26 事業番号 26） 事業費：（掲載Ｐ．26 事業番号 25）平日一時預かり事業ファミリーサポートセンター事業 事業費：（掲載Ｐ．24 事業番号 21） 事業費：（掲... | 【誘客】...活かした観光振興令和７年度事業費：１２億１，３９７万円★「世界一の食の島」推進事業大阪・関西万博関連誘客促進事業 事業費：（掲載Ｐ．32 事業番号 1） 事業費：（掲載Ｐ．32 事業番号 2）観光客誘致へ... | 【物価高騰】...～Ｐ．53 第５章 「対話と行動の行政」の実現によるまちづくり ６事業 Ｐ．55～Ｐ．57 【参考】物価高騰対策事業 Ｐ．59～Ｐ．61 ※本説明書に記載されている担当課及び電話番号は令和６年度のものです。 ...
2026/04/25,南あわじ市,令和8年度施政方針,https://www.city.minamiawaji.hyogo.jp/site/shicyono-heya/sisei-r8.html,TRUE,TRUE,【誘客】...島」を目指す淡路島が連携し、神戸・淡路地域の「食」を一層磨き 上げ、世界に誇る食のエリアの形成による誘客促進を図ります。加 えて、福良地区において、空き家を活用して飲食店等を誘致・集積 させる「食の街区」... | 【物価高騰】...予算 令和８年度予算の提案にあたり、市政運営、主要事業についての 方針をお示しいたしました。 現在、物価高騰による市民生活や産業への影響、加速する少子高 齢化に伴う担い手不足、さらには激甚化する自然災害への備... | 【周遊】...の設置などを進めます。これにより、公共交通、自 家用車、そして自転車が円滑に結ばれる利便性の高い観光周遊基盤 を構築してまいります。 このエリアの中核である「鳴門海峡の渦潮」、その世界遺産登録 活動につい...
2026/02/28,南あわじ市,令和7年度施政方針,https://www.city.minamiawaji.hyogo.jp/site/shicyono-heya/sisei-r7.html,TRUE,TRUE,【平日】...様化して います。家庭と仕事の両立支援と多様な業種での労働力の確保を目的 に、土曜日保育や休日保育、平日の一時預かり事業を継続します。公 立保育施設での使用済み紙おむつの園処分も継続し、保護者の負担軽 減... | 【物価高騰】...ーを有 効に活用してまいります。 「南あわじ市の給食は美味しい」この評価を更に高めたいと思いま す。物価高騰の中ですが、保護者負担の増とならないよう配慮しつつ、 「学校給食地場産食材利用拡大事業」により、でき... | 【誘客】...島全体、四国との連携など市域を越えた広域的取り 組みです。 万博の機会を活用し、淡路島の認知度向上と誘客につなげるために、 淡路島３市・淡路県民局・観光協会・くにうみ協会などが連携し、万博 催事に参加しま...
2026/06/13,和歌山県,予算の概要,https://www.pref.wakayama.lg.jp/prefg/010400/yosan/gaiyou.html,TRUE,TRUE,"【誘客】...外国人材の受入れ拡大に向 けた取組を本格的に始動します。 また、企業への海外展開支援や外国人観光客の誘客拡大に取り組むほ か、次世代型のモビリティとして期待される、空飛ぶクルマの県内での早期 実用化に向け... | 【物価高騰】...を図る （一財）和歌山社会経済研究所 9 総務費 企画部 文化学術課 和歌山県指定管理者制度導入施設物価高騰対 策支援金 6,142 指定管理者における人件費及び再委託料の高騰に対 する補助 （一財）和歌山県... | 【地域活性化】...術課 大学の地域貢献支援事業補助金 （大学等地域貢献促進事業） 1,539 県内の高等教育機関が行う地域活性化、地域貢献に 寄与する取組を支援 高等教育共創コンソーシアム和歌山 27 商工費 企画部 文化学術課..."
2026/02/25,和歌山市,令和8年度予算,https://www.city.wakayama.wakayama.jp/shisei/zaisei/1033880/1066991/index.html,FALSE,FALSE,PDFなし
2026/01/22,和歌山市,令和7年度予算,https://www.city.wakayama.wakayama.jp/shisei/zaisei/1033880/1061417/index.html,FALSE,FALSE,PDFなし
2026/07/16,白浜町,当初予算について,https://www.town.shirahama.wakayama.jp/soshiki/somu/zaisei/gyomu/zausei_joukyo/1450338309144.html,TRUE,TRUE,"【商品券】...事業広域連携負担金 384 白浜町商工会補助金 9,500 日置川町商工会補助金 4,300 商工会商品券販売促進事業補助金 1,000 商店街等活性化促進事業補助金 1,000 中小企業信用保証料補助金 ... | 【地域活性化】... 、 予備 費 - 5 - 令和８年度の主な事業内容 豊かな心を育むまちづくり ◆学校教育の充実 〇地域活性化起業人受入事業【教育委員会】 ６０７万円 地域活性化起業人制度により、英語教育におけるカリキュラム作... | 【インバウンド】...助金 1,500 白浜町教育旅行誘致協議会補助金 500 白良浜周辺駐車場連絡会運営補助金 200 インバウンド受入体制強化事業補助金 1,000 いきいき紀州活力白浜推進協議会補助金 1,000 各種イベント補..."
2026/08/08,神戸観光局,神戸観光局,https://kobe-dmo.jp/about/disclosure/,TRUE,FALSE,【平日】... また、国内インセンティブツアーについても、首都圏および全国主要都市の代理店へ 誘致セールスを行い、平日需要の喚起につなげる。 ③ 主催者・事務局のサポート ＭＩＣＥ主催者・事務局に対して、補助金交付など... | 【誘客】...に沿ったコンテンツの充実や、 「ＫＯＢＥ 観光スマートパスポート」等で回遊性の向上をはかり、神戸への誘客と滞在の長期化 を目指す。 また、山・海・街が近接する神戸ならではの夜景と港町神戸が育んだバー文化や... | 【周遊】...）や現地商談会等でのプロ モーションを展開する。 また、各市場の属性に合う形で、淡路島や姫路等の近隣周遊やせとうち地域、西のゴ ールデンルート等の神戸を拠点とした周遊の魅力を各種手法で展開し、宿泊客の増加...
